dc.title[pt_BR],dc.identifier.uri,dc.date.issued[pt]
Avaliação das estruturas de concordância e discordância nos estudos de confiabilidade,http://repositorio.unb.br/handle/10482/25444,1998-08
Frequency and carbapenems susceptibility profile of non-fermenting Gram-negative bacilli isolated from clinical samples between 2007 and 2012||Frequência e perfil de suscetibilidade aos carbapenêmicos de bastonetes Gram-negativos não fermentadores de glicose isolados de amostras clínicas entre 2007 e 2012,http://repositorio.unb.br/handle/10482/33589,2018
Perfil epidemiológico do trauma de face dos pacientes atendidos no pronto socorro de um hospital público,http://repositorio.unb.br/handle/10482/27206,2008-02
Fascismo e profissionalização da contrarrevolução no Brasil,https://repositorio.unb.br/handle/10482/43365,2021-06-16
Biometria ultra-sonográfica bidimensional em tempo real do globo ocular de cães,http://repositorio.unb.br/handle/10482/7076,2000
Democracia deliberativa : leitura crítica do caso CDES à luz da teoria do discurso,http://repositorio.unb.br/handle/10482/27150,2008-02
"“Es que conozco uno diferente, que vuela más” : la construcción de juguetes como técnica de investigación con niños",http://repositorio.unb.br/handle/10482/48203,2023-12-20
Acesso e uso dos serviços de saúde por idosos segundo a vulnerabilidade social,http://repositorio.unb.br/handle/10482/50473,2023
Avaliação da cadeia produtiva madeiro-moveleiro no Distrito Federal utilizando a análise de fluxo de substância,http://repositorio.unb.br/handle/10482/10162,2007-01
Citizen participation as a fundamental principle in the connection  between children and nature,http://repositorio.unb.br/handle/10482/49207,2023-12-31
Detección de perturbaciones en soldadura basado en el monitoreo de la acústica aerotransportada del proceso MIG / MAG,http://repositorio.unb.br/handle/10482/11303,2009-04
Factors affecting heat tolerance in crossbred cattle in central Brazil||Fatores que afetam a tolerância ao calor em gado mestiço no Brasil central,http://repositorio.unb.br/handle/10482/29422,2014
Relações entre avós e seus netos adolescentes: uma revisão integrativa,http://repositorio.unb.br/handle/10482/29029,2013-07
Política em tempos de mídia,http://repositorio.unb.br/handle/10482/26431,2005
Perspectiva dos educadores em relação a educação sexual nas escolas,https://repositorio.unb.br/handle/10482/44791,2019-12-17
Down- and up-conversion photoluminescence of carbon-dots from brewing industry waste : application in live cell-imaging experiments,http://repositorio.unb.br/handle/10482/29694,2015-12
"Homo sapiens, Homo demens e Homo degradandis : a psiquê humana e a crise ambiental",http://repositorio.unb.br/handle/10482/28408,2012
O quê Christine de Pizan nos faz pensar,https://repositorio.unb.br/handle/10482/40314,2013-06-30
Effect of thermo-mechanical treatment on properties of Paricá plywoods (Schizolobium amazonicum Huber ex Ducke),http://repositorio.unb.br/handle/10482/30606,2017
Cutaneous myxoma in a pintagol (Sporagra magellanica X Serinus canaria),http://repositorio.unb.br/handle/10482/29709,2015-09
Desempenho agronômico de progênies de maracujazeiro-roxo e maracujazeiro-azedo no Distrito Federal,http://repositorio.unb.br/handle/10482/6451,2009-09
Effect of water stress on nitrogen fixation and nodule structure of common bean,http://repositorio.unb.br/handle/10482/7642,2003-03
A implementação do Programa Mais Médicos e a integralidade nas práticas da estratégia saúde da família,http://repositorio.unb.br/handle/10482/22825,2016-09
Bem-estar social brasileiro no século XXI : da inclusão ao retorno da exclusão social,https://repositorio.unb.br/handle/10482/36302,2019
Causes of death and discard of donated corneal tissues : Federal District eye bank analysis 2014 -2017,https://repositorio.unb.br/handle/10482/36226,2019
Desempenho bioeconômico de sistemas intensivos de cria e de ciclo completo por meio de simulação,http://repositorio.unb.br/handle/10482/28757,2013-12
"Parâmetros ruminais e desaparecimento da MS, PB e FDN da forragem em bovinos suplementados em pastagem na estação seca||Ruminal parameters and DM, CP and NDF forage disappearance of supplemented steers under grazing, during the dry season",http://repositorio.unb.br/handle/10482/26292,2004
"Sustentabilidade, segurança alimentar e gestão ambiental  para a promoção da saúde e qualidade de vida",http://repositorio.unb.br/handle/10482/12484,2011
The divergence and curl in arbitrary basis,https://repositorio.unb.br/handle/10482/36550,2019
Laparoscopic technique versus open technique in swines adrenalectomy,http://repositorio.unb.br/handle/10482/29903,2015-04
"Mortalidade por neoplasia maligna do fígado e vias biliares intra-hepáticas no Brasil, 1980-2010",http://repositorio.unb.br/handle/10482/18529,2013-07
Neurodevelopment of amazonian infants : antenatal and postnatal exposure to methyl- and ethylmercury,http://repositorio.unb.br/handle/10482/13510,2012
Loyalty in the supermarket,http://repositorio.unb.br/handle/10482/27125,2007
O estudo do meio na educação ambiental formal : contribuições da ciência geográfica,https://repositorio.unb.br/handle/10482/45067,2016-10-25
A compreensão leitora e a ação docente na produção do texto para o ensino a distância,http://repositorio.unb.br/handle/10482/21928,2006-01
Três décadas de resistência feminista contra o sexismo e a violência feminina no Brasil : 1976 a 2006,http://repositorio.unb.br/handle/10482/27499,2009-08
A serious game (immunitates) about immunization : development and validation study,https://repositorio.unb.br/handle/10482/43532,2022
Structure and invariance of the Hospital Anxiety Depression Scale (HADS) in adolescents,http://repositorio2.unb.br/jspui/handle/10482/46891,2021-07-05
Panorama das ações de controle da deficiência de vitamina A no Brasil,http://repositorio.unb.br/handle/10482/12042,2007-02
Comunidade local de Coleoptera em cerrado : diversidade de espécies e tamanho do corpo,http://repositorio.unb.br/handle/10482/5900,1998
Tolerância ao calor de duas raças de ovinos deslanados no Distrito Federal,http://repositorio.unb.br/handle/10482/6871,2001-05
Relações entre produtividade acadêmica e redes sociais entre pesquisadores da Ciência Psicológica,http://repositorio.unb.br/handle/10482/30191,2016-01
Characterization of Aspergillus species on Brazil nut from the Brazilian Amazonian region and development of a PCR assay for identification at the genus level,http://repositorio.unb.br/handle/10482/23867,2014-05-30
O desenvolvimento dos estudos geomorfológicos no Distrito Federal,http://repositorio.unb.br/handle/10482/9182,2007-01
Distribuição da anemia em pré-escolares do semi-árido da Bahia,http://repositorio.unb.br/handle/10482/12056,1997-04
"Políticas de gestão de pessoas, valores pessoais e justiça organizacional",http://repositorio.unb.br/handle/10482/27897,2010-10
Memórias de junho de 2013 no Cariri cearense,http://repositorio.unb.br/handle/10482/52433,2024-03-06
Caracterização anatômica de madeiras nativas de matas ciliares do Centro-Oeste brasileiro,http://repositorio.unb.br/handle/10482/16914,2000
Contribuição para o conhecimento ecodendrométrico de matas ripárias da região Centro-Oeste brasileira,http://repositorio.unb.br/handle/10482/10478,1989-12
Biblioteca pública e a excelência nos produtos e serviços : a técnica do benchmarking,http://repositorio.unb.br/handle/10482/12956,2001
Lentas mudanças: o voto e a política tradicional||Slow changes: vote and traditional politics,http://repositorio.unb.br/handle/10482/25629,2000
O financiamento federal do Esporte de Alto Rendimento no Brasil no Ciclo Olímpico e Paralímpico Tóquio 2020,http://repositorio.unb.br/handle/10482/52428,2024-09-01
"Avaliação do plano de intensificação das ações de controle da malária na região da Amazônia legal, Brasil, no contexto da descentralização",http://repositorio.unb.br/handle/10482/13051,2006-06
Stades method for surgical correction of upper eyelid trichiasis-entropion : results and follow-up in 21 cases,http://repositorio.unb.br/handle/10482/9177,2000-07
Política Nacional de Promoção da Saúde (PNPS) : capítulos de uma caminhada ainda em construção,http://repositorio.unb.br/handle/10482/30297,2016-06
Razão e emoção : reações ao estado da economia e aprovação do governo federal,http://repositorio.unb.br/handle/10482/33494,2018
O belo antro e a grande oliveira : recepções da alegoria da caverna na tradição neoplatônica,http://repositorio.unb.br/handle/10482/21239,2012-01
Fatores de risco para acidentes de transporte terrestre entre adolescentes no Brasil : Pesquisa Nacional de Saúde do Escolar (PeNSE),http://repositorio.unb.br/handle/10482/12903,2010-10
O potencial das representações sociais para a compreensão interdisciplinar da realidade: Geografia e Psicologia Ambiental||The potential of the social representations aimed at the understanding of interdisciplinar reality: Geography and Environmental Psychology,http://repositorio.unb.br/handle/10482/26081,2003
O emprego e os negociadores da globalização difícil,http://repositorio.unb.br/handle/10482/23009,2014-12
Visão e atuação internacional de Símon Bolívar,http://repositorio.unb.br/handle/10482/21210,1983-10
The heuristics of representation in science : the mechanisms and mathematical principles in physics of Descartes and Fermat,http://repositorio.unb.br/handle/10482/30858,2017
Os problemas recentes e as muitas virtudes do mercado de trabalho para profissionais de Relações Internacionais no Brasil,http://repositorio.unb.br/handle/10482/5204,2005
"Phenotypic characterization of naturalized swine breeds in Brazil, Uruguay and Colombia",http://repositorio.unb.br/handle/10482/6807,2010-05
Informação voltada à formação de opinião: uma revisão de literatura,http://repositorio.unb.br/handle/10482/898http://repositorio.unb.br/handle/10482/898,2001
Desenvolvimento inicial e nutrição de mudas de mogno-africano em resposta à adubação nitrogenada e fosfatada,https://repositorio.unb.br/handle/10482/39622,2020
Accountability em listas abertas,http://repositorio.unb.br/handle/10482/6893,2010-10
"Compartimentação geomorfológica e suas relações com solos na Bacia do Alto Rio Preto, GO",http://repositorio.unb.br/handle/10482/16082,2009-06
"Ten years-snapshot of the occurrence of emerging contaminants in drinking, surface and ground waters and wastewaters from São Paulo state, Brazil",https://repositorio.unb.br/handle/10482/36370,2019
"Compartimentação geomorfológica da Bacia Hidrográfica do Rio Buriti Vermelho, Distrito Federal, DF",http://repositorio.unb.br/handle/10482/16100,2009-04
Tapeba : a synthesis of historical ethnography of ethnic territory and subjects||Tapeba : síntese de etnografia histórica de um território e sujeitos étnicos,http://repositorio.unb.br/handle/10482/33631,2018
Bioética de intervenção : considerações sobre a economia de mercado,http://repositorio.unb.br/handle/10482/24289,2005
"Validade de peso, altura e índice de massa corporal autorreferidos na população adulta de Brasília",http://repositorio.unb.br/handle/10482/28971,2013
The architecture of a constitutional case in three acts : anencephaly at the Brazilian Supreme Court,http://repositorio.unb.br/handle/10482/32404,2014-12
